mapped_veh_id,timestamps_UTC,lat,lon,RS_E_InAirTemp_PC1,RS_E_InAirTemp_PC2,RS_E_OilPress_PC1,RS_E_OilPress_PC2,RS_E_RPM_PC1,RS_E_RPM_PC2,RS_E_WatTemp_PC1,RS_E_WatTemp_PC2,RS_T_OilTemp_PC1,RS_T_OilTemp_PC2
141,2023-08-01 13:26:07,51.0430494,3.7510408,47.0,43.0,345.0,338.0,1660.0,1707.0,88.0,91.0,89.0,90.0
141,2023-08-24 20:10:25,50.7425512,3.6031897,46.0,41.0,179.0,175.0,803.0,803.0,87.0,88.0,85.0,86.0
141,2023-08-01 14:08:08,51.1806101,3.5755494,37.0,40.0,189.0,186.0,803.0,800.0,86.0,86.0,82.0,85.0
141,2023-08-25 10:06:23,51.0402636,3.6936468,31.0,33.0,203.0,189.0,803.0,802.0,81.0,85.0,71.0,81.0
141,2023-08-01 10:47:04,51.0314787,3.7310051,40.0,36.0,189.0,186.0,801.0,800.0,85.0,85.0,89.0,88.0
141,2023-08-02 03:45:21,51.040092,3.6944082,31.0,27.0,203.0,203.0,811.0,799.0,80.0,81.0,78.0,79.0
141,2023-08-02 02:42:12,51.0404343,3.692948,34.0,29.0,207.0,203.0,799.0,798.0,80.0,81.0,77.0,79.0
141,2023-08-25 16:18:09,50.859205,3.8120701,41.0,37.0,175.0,169.0,798.0,798.0,86.0,88.0,87.0,86.0
141,2023-08-02 14:15:02,50.9280756,3.6405362,39.0,36.0,179.0,186.0,801.0,795.0,85.0,84.0,92.0,90.0
141,2023-08-02 00:49:18,51.0404151,3.6929575,34.0,30.0,203.0,196.0,797.0,804.0,81.0,84.0,81.0,83.0
141,2023-08-25 16:27:06,50.8687642,3.8145206,41.0,35.0,179.0,179.0,794.0,800.0,88.0,85.0,85.0,88.0
141,2023-08-02 14:54:00,50.742166,3.6019924,47.0,34.0,182.0,182.0,806.0,795.0,87.0,88.0,84.0,87.0
141,2023-08-02 06:53:21,50.7421502,3.6019556,46.0,40.0,182.0,182.0,792.0,798.0,87.0,86.0,85.0,85.0
141,2023-08-02 18:14:00,50.9281709,3.6404616,40.0,36.0,175.0,172.0,804.0,801.0,86.0,85.0,92.0,90.0
141,2023-08-02 00:29:23,51.0411884,3.6842609,34.0,30.0,196.0,200.0,802.0,802.0,81.0,83.0,81.0,82.0
141,2023-08-02 18:21:07,50.8901556,3.6428118,44.0,36.0,327.0,324.0,1558.0,1487.0,87.0,85.0,89.0,90.0
141,2023-08-03 05:02:31,51.0139495,3.7797604,18.0,15.0,472.0,507.0,799.0,799.0,40.0,36.0,33.0,32.0
141,2023-08-10 13:49:16,51.0205782,3.7636592,45.0,38.0,327.0,338.0,1684.0,1708.0,90.0,90.0,91.0,92.0
141,2023-08-10 13:13:17,50.8186714,3.8203199,50.0,44.0,317.0,324.0,1677.0,1710.0,92.0,92.0,93.0,93.0
141,2023-08-11 13:59:32,51.1806049,3.5755464,42.0,41.0,182.0,179.0,799.0,804.0,86.0,86.0,86.0,86.0
141,2023-08-11 08:55:28,50.996426,3.6491938,38.0,42.0,320.0,317.0,1497.0,1497.0,90.0,90.0,93.0,92.0
141,2023-08-11 21:10:31,51.0357671,3.7101674,45.0,37.0,179.0,179.0,807.0,801.0,87.0,88.0,85.0,85.0
